price,street,beds,baths,sq ft,link
769000,"10721 Desert Trl #1042, Austin, TX 78758",3 beds,2.5 baths,"1,718",www.redfin.com/TX/Austin/10721-Desert-Trl-78758/unit-1042/home/200113519
445000,"84 East Ave #1708, Austin, TX 78701",1 bed,1 bath,667,www.redfin.com/TX/Austin/84-N-Interstate-35-78701/unit-1708/home/197736907
674900,"2310 Thornton Rd Unit A, Austin, TX 78704",2 beds,2.5 baths,"1,849",www.redfin.com/TX/Austin/2310-Thornton-Rd-78704/unit-A/home/31176592
379000,"11310 Spicewood Club Dr #21, Austin, TX 78750",2 beds,2 baths,"1,526",www.redfin.com/TX/Austin/11310-Spicewood-Club-Dr-78750/unit-21/home/31343941
424900,"5416 Rogers Ln, Austin, TX 78724",3 beds,1 bath,"1,714",www.redfin.com/TX/Austin/5416-Rogers-Ln-78724/home/31386690
4050000,"8409 Appaloosa Run, Austin, TX 78737",5 beds,3 baths,"4,194",www.redfin.com/TX/Austin/8409-Appaloosa-Run-78737/home/178449614
785000,"2505 Bluebonnet Ave #16, Austin, TX 78704",2 beds,2.5 baths,"1,757",www.redfin.com/TX/Austin/2505-Bluebonnet-Ln-78704/unit-16/home/185659239
2149000,"2711 Pegram Ave, Austin, TX 78757",5 beds,4 baths,"3,268",www.redfin.com/TX/Austin/2711-Pegram-Ave-78757/home/31478739
715000,"84 East Ave #2403, Austin, TX 78701",2 beds,2 baths,969,www.redfin.com/TX/Austin/84-N-Interstate-35-78701/unit-2403/home/197736936
678999,"7124 Quimper Ln, Austin, TX 78749",4 beds,2 baths,"2,359",www.redfin.com/TX/Austin/7124-Quimper-Ln-78749/home/31717227
460000,"2109 Brandywine Ln, Austin, TX 78727",4 beds,2 baths,"1,850",www.redfin.com/TX/Austin/2109-Brandywine-Ln-78727/home/31549239
299000,"9015 Cattle Baron Path #1905, Austin, TX 78747",3 beds,2.5 baths,"1,493",www.redfin.com/TX/Austin/9015-Cattle-Baron-Path-78747/unit-1905/home/179153639
725000,"4413 Banister Ln Bldg 1 - UNIT 101, Austin, TX 78745",3 beds,3.5 baths,"1,443",www.redfin.com/TX/Austin/4413-Banister-Ln-78745/unit-1-UNIT-101/home/198815994
1399000,"84 East Ave #4001, Austin, TX 78701",2 beds,2 baths,"1,474",www.redfin.com/TX/Austin/84-N-Interstate-35-78701/unit-4001/home/193298828
250000,"1010 Rundberg Ln #24, Austin, TX 78758",3 beds,1.5 baths,"1,238",www.redfin.com/TX/Austin/1010-W-Rundberg-Ln-78758/unit-24/home/31505825
430000,"2010 Cervin Blvd, Austin, TX 78728",3 beds,2 baths,"1,907",www.redfin.com/TX/Austin/2010-Cervin-Blvd-78728/home/31582790
489900,"607 Elderberry Cv, Austin, TX 78745",3 beds,2 baths,"2,006",www.redfin.com/TX/Austin/607-Elderberry-Cv-78745/home/31788768
279000,"1901 Crossing Pl #3101, Austin, TX 78741",4 beds,4 baths,"1,368",www.redfin.com/TX/Austin/1901-Crossing-Pl-78741/unit-3101/home/31057529
198000,"304 E 33rd St #11, Austin, TX 78705",1 bed,1 bath,432,www.redfin.com/TX/Austin/304-E-33rd-St-78705/unit-11/home/31128179
347000,"3601 Lawton Ave #1, Austin, TX 78731",2 beds,2 baths,"1,050",www.redfin.com/TX/Austin/3601-Lawton-Ave-78731/unit-1/home/31244483
280000,"909 Reinli St #101, Austin, TX 78751",3 beds,2.5 baths,"1,235",www.redfin.com/TX/Austin/909-Reinli-St-78751/unit-101/home/109917850
1825000,"308 El Paso St, Austin, TX 78704",5 beds,4.5 baths,"3,016",www.redfin.com/TX/Austin/308-El-Paso-St-78704/home/31033078
450000,"6608 Krollton Dr, Austin, TX 78745",3 beds,2 baths,"1,333",www.redfin.com/TX/Austin/6608-Krollton-Dr-78745/home/31740071
3795000,"3112 Above Stratford Pl, Austin, TX 78746",6 beds,5.5 baths,"5,532",www.redfin.com/TX/Austin/3112-Above-Stratford-Pl-78746/home/31227645
399000,"8801 Tallwood Dr Unit B, Austin, TX 78759",2 beds,2 baths,"1,422",www.redfin.com/TX/Austin/8801-Tallwood-Dr-78759/unit-B/home/31518689
240000,"1104 Vasquez St, Austin, TX 78741",3 beds,2 baths,"1,093",www.redfin.com/TX/Austin/1104-Vasquez-St-78741/home/31632801
389000,"11540 Arbroath Ln, Austin, TX 78754",4 beds,2.5 baths,"2,710",www.redfin.com/TX/Austin/11540-Arbroath-Ln-78754/home/51581051
310900,"11213 Liberty Farms Dr, Austin, TX 78754",3 beds,2 baths,"1,493",www.redfin.com/TX/Austin/11213-Liberty-Farms-Dr-78754/home/31130769
379999,"2010 Peoples St, Austin, TX 78702",1 bed,1 bath,672,www.redfin.com/TX/Austin/2010-Peoples-St-78702/home/31373909
1250000,"14456 Agarita Rd, Austin, TX 78734",3 beds,2 baths,"2,242",www.redfin.com/TX/Austin/14456-Agarita-Rd-78734/home/31313198
229900,"1411 N Gracy Farms Ln N #100, Austin, TX 78758",2 beds,2.5 baths,"1,042",www.redfin.com/TX/Austin/1411-Gracy-Farms-Ln-78758/unit-100/home/31534552
499900,"9833 Briar Ridge Dr, Austin, TX 78748",3 beds,2 baths,"1,759",www.redfin.com/TX/Austin/9833-Briar-Ridge-Dr-78748/home/31813447
7000000,"807 Redbud Trl, West Lake Hills, TX 78746",4 beds,4.5 baths,"5,160",www.redfin.com/TX/West-Lake-Hills/807-Redbud-Trl-78746/home/31236266
890000,"308 Cedar Hurst Ln, Austin, TX 78734",3 beds,3 baths,"1,974",www.redfin.com/TX/Austin/308-Cedar-Hurst-Ln-78734/home/31292501
525000,"16108 Aqua Azul Path, Austin, TX 78734",2 beds,2 baths,"1,450",www.redfin.com/TX/Austin/16108-Aqua-Azul-Path-78734/home/31305128
639000,"84 East Ave #2105, Austin, TX 78701",1 bed,1 bath,911,www.redfin.com/TX/Austin/84-N-Interstate-35-78701/unit-2105/home/197736922
376990,"4504 Beacon Bay Dr, Austin, TX 78747",3 beds,2.5 baths,"2,041",www.redfin.com/TX/Austin/4504-Beacon-Bay-Dr-78747/home/187488485
340000,"13908 Edna Maxine Walk, Del Valle, TX 78617",4 beds,3 baths,"1,882",www.redfin.com/TX/Del-Valle/13908-Edna-Maxine-Walk-78617/home/196606211
799000,"84 East Ave #2410, Austin, TX 78701",1 bed,2 baths,"1,073",www.redfin.com/TX/Austin/84-N-Interstate-35-78701/unit-2410/home/197736942
342520,"14028 Axel Johanson Dr, Del Valle, TX 78617",3 beds,2 baths,"1,528",www.redfin.com/TX/Del-Valle/14028-Axel-Johanson-Dr-78617/home/198803613
345000,"5506 Forks Rd, Austin, TX 78747",3 beds,2.5 baths,"1,684",www.redfin.com/TX/Austin/5506-Forks-Rd-78747/home/191780131
1795000,"700 Zen Gardens Ter, Austin, TX 78732",4 beds,3.5 baths,"3,945",www.redfin.com/TX/Austin/700-Zen-Gardens-Ter-78732/home/31071775
6495000,"1012 Gaston Ave, Austin, TX 78703",5 beds,4.5 baths,"4,647",www.redfin.com/TX/Austin/1012-Gaston-Ave-78703/home/31409778
260000,"7128 Outfitter Dr, Austin, TX 78744",3 beds,2 baths,"1,220",www.redfin.com/TX/Austin/7128-Outfitter-Dr-78744/home/40392768
900000,"8613 Putnam Dr, Austin, TX 78757",8 beds,6 baths,"4,096",www.redfin.com/TX/Austin/8613-Putnam-Dr-78757/home/182853027
889000,"10204 Oak Grove Cir, Austin, TX 78736",3 beds,2.5 baths,"3,045",www.redfin.com/TX/Austin/10204-Oak-Grove-Cir-78736/home/31717025
3890000,"2701 Bartons Bluff Ln, Austin, TX 78746",5 beds,5 baths,"5,250",www.redfin.com/TX/Austin/2701-Bartons-Bluff-Ln-78746/home/31201682
299000,"11203 Ranch Road 2222 #1406, Austin, TX 78730",2 beds,2.5 baths,"1,259",www.redfin.com/TX/Austin/11203-Ranch-Road-2222-78730/unit-1406/home/31078440
925000,"2702 S 2nd St Unit 1 & 2, Austin, TX 78704",3 beds,2.5 baths,"2,496",www.redfin.com/TX/Austin/2702-S-2nd-St-78704/unit-1-2/home/193297571
275000,"1720 Timber Ridge Dr, Austin, TX 78741",3 beds,2.5 baths,"1,491",www.redfin.com/TX/Austin/1720-Timber-Ridge-Dr-78741/home/31637555
659000,"2008 Matthews Ln, Austin, TX 78745",3 beds,2 baths,"1,924",www.redfin.com/TX/Austin/2008-Matthews-Ln-78745/home/31762185
270000,"4529 Best Way Ln, Austin, TX 78725",3 beds,2.5 baths,"1,300",www.redfin.com/TX/Austin/4529-Best-Way-78725/home/31175245
779000,"2508 Robert Browning St, Austin, TX 78723",3 beds,2.5 baths,"1,876",www.redfin.com/TX/Austin/2508-Robert-Browning-St-78723/home/144008633
2700000,"2 Rock Way Cv, Austin, TX 78746",5 beds,3 baths,"3,483",www.redfin.com/TX/Austin/2-Rock-Way-Cv-78746/home/31216113
1150000,"7109 Via Correto Dr, Austin, TX 78749",6 beds,4.5 baths,"4,487",www.redfin.com/TX/Austin/7109-Via-Correto-Dr-78749/home/31033096
999000,"2300 Enfield Rd #303, Austin, TX 78703",2 beds,2.5 baths,"1,666",www.redfin.com/TX/Austin/2300-Enfield-Rd-78703/unit-303/home/169742637
900000,"8611 Putnam Dr, Austin, TX 78757",8 beds,6 baths,"4,096",www.redfin.com/TX/Austin/8611-Putnam-Dr-78757/home/182853026
1275000,"1417 Bay Hill Dr, Austin, TX 78746",3 beds,2.5 baths,"2,660",www.redfin.com/TX/Austin/1417-Bay-Hill-Dr-78746/home/31223446
1598500,"6210 Camino Real St, Austin, TX 78757",5 beds,5.5 baths,"2,937",www.redfin.com/TX/Austin/6210-Camino-Real-78757/home/198508181
399900,"10302 Button Quail Cv, Austin, TX 78758",3 beds,2 baths,"1,500",www.redfin.com/TX/Austin/10302-Button-Quail-Cv-78758/home/31520453
250000,"11203 Ranch Road 2222 #106, Austin, TX 78730",2 beds,2.5 baths,"1,045",www.redfin.com/TX/Austin/11203-Ranch-Road-2222-78730/unit-106/home/31078810
490000,"1215 Fort Branch Blvd #2, Austin, TX 78721",2 beds,2 baths,"1,090",www.redfin.com/TX/Austin/1215-Fort-Branch-Blvd-78721/unit-2/home/198791136
419000,"6709 Cromarty Ln, Austin, TX 78754",4 beds,2.5 baths,"2,854",www.redfin.com/TX/Austin/6709-Cromarty-Ln-78754/home/31014268
1950000,"301 West Ave #4607, Austin, TX 78701",2 beds,2 baths,"1,417",www.redfin.com/TX/Austin/301-West-Ave-78701/unit-4607/home/147343363
825000,"360 Nueces St #2704, Austin, TX 78701",2 beds,2 baths,998,www.redfin.com/TX/Austin/360-Nueces-St-78701/unit-2704/home/31183944
799900,"9512 Dingo Dr, Austin, TX 78744",4 beds,3.5 baths,"2,954",www.redfin.com/TX/Austin/9512-Dingo-Dr-78744/home/179154291
410000,"7211 Lakewood Dr Unit E118, Austin, TX 78750",2 beds,2 baths,"1,127",www.redfin.com/TX/Austin/7211-Lakewood-Dr-78750/unit-E118/home/31891619
337000,"8754 Birmingham Dr, Austin, TX 78748",2 beds,2 baths,992,www.redfin.com/TX/Austin/8754-Birmingham-Dr-78748/home/31799749
489000,"8703 Clearbrook Trl, Austin, TX 78729",5 beds,4 baths,"2,116",www.redfin.com/TX/Austin/8703-Clearbrook-Trl-78729/home/32778348
249000,"2408 Claret Cv #110, Austin, TX 78748",2 beds,2 baths,"1,144",www.redfin.com/TX/Austin/2408-Claret-Cv-78748/unit-110/home/44651674
1199000,"4202 N Hills Dr, Austin, TX 78731",5 beds,4.5 baths,"4,408",www.redfin.com/TX/Austin/4202-N-Hills-Dr-78731/home/31277448
387990,"9200 Corvallis Dr, Austin, TX 78747",4 beds,3 baths,"2,054",www.redfin.com/TX/Austin/9200-Corvallis-DR-78747/home/197358023
610000,"11524 Emerald Falls Dr, Austin, TX 78738",3 beds,2 baths,"1,818",www.redfin.com/TX/Austin/11524-Emerald-Falls-Dr-78738/home/31243746
1462170,"2713 Tether Trl, Austin, TX 78704",3 beds,2 baths,"1,830",www.redfin.com/TX/Austin/2713-Tether-Trl-78704/home/31679188
2900000,"3814 Wadford St, Austin, TX 78704",5 beds,4.5 baths,"5,129",www.redfin.com/TX/Austin/3814-Wadford-St-78704/home/31709544
9995000,"4500 River Wood Ct, Austin, TX 78731",4 beds,4 baths,"5,658",www.redfin.com/TX/Austin/4500-River-Wood-Ct-78731/home/109924759
399999,"11853 Gaelic Dr, Austin, TX 78754",5 beds,2.5 baths,"2,652",www.redfin.com/TX/Austin/11853-Gaelic-Dr-78754/home/31170278
545900,"5236 Meadow Creek Dr, Austin, TX 78745",4 beds,2 baths,"1,441",www.redfin.com/TX/Austin/5236-Meadow-Creek-Dr-78745/home/31722419
974000,"7901 Adelaide Dr, Austin, TX 78739",4 beds,3.5 baths,"3,578",www.redfin.com/TX/Austin/7901-Adelaide-Dr-78739/home/31038275
409900,"10215 Maydelle Dr #271, Austin, TX 78748",3 beds,2.5 baths,"1,714",www.redfin.com/TX/Austin/10215-Maydelle-Dr-78748/unit-271/home/31197170
505000,"6704 Menchaca Rd #29, Austin, TX 78745",3 beds,2.5 baths,"2,049",www.redfin.com/TX/Austin/6704-Menchaca-Rd-78745/unit-29/home/31035419
264900,"604 N Bluff Dr #128, Austin, TX 78745",1 bed,1.5 baths,"1,032",www.redfin.com/TX/Austin/604-N-Bluff-Dr-78745/unit-128/home/109901727
649900,"5001 Summerset Trl, Austin, TX 78749",3 beds,2 baths,"1,435",www.redfin.com/TX/Austin/5001-Summerset-Trl-78749/home/31713572
500000,"1181 Ridgeway Dr, Austin, TX 78702",2 beds,1 bath,"1,224",www.redfin.com/TX/Austin/1181-Ridgeway-Dr-78702/home/31381480
2399000,"5012 Highland, Austin, TX 78731",5 beds,4 baths,"3,495",www.redfin.com/TX/Austin/5012-Highland-Ct-78731/home/31250969
4250000,"12625 Maidenhair Ln #33, Austin, TX 78738",4 beds,5 baths,"4,994",www.redfin.com/TX/Austin/12625-Maidenhair-Ln-78738/unit-33/home/198782940
330000,"5644 Brougham Way, Austin, TX 78754",4 beds,3 baths,"2,088",www.redfin.com/TX/Austin/5644-Brougham-Way-78754/home/31091170
275000,"2314 Klattenhoff Dr, Austin, TX 78728",2 beds,1 bath,"1,233",www.redfin.com/TX/Austin/2314-Klattenhoff-Dr-78728/home/31580779
405000,"1118 Spur St, Austin, TX 78721",4 beds,2 baths,"1,177",www.redfin.com/TX/Austin/1118-Spur-St-78721/home/185182900
350000,"5303 Medford Dr, Austin, TX 78723",3 beds,1 bath,"1,081",www.redfin.com/TX/Austin/5303-Medford-Dr-78723/home/31414513
549000,"2812 Oak Springs Dr #2, Austin, TX 78702",2 beds,2.5 baths,"1,089",www.redfin.com/TX/Austin/2812-Oak-Springs-Dr-78702/unit-2/home/166814070
4712747,"1117 Eternity Ter, Austin, TX 78746",6 beds,5.5 baths,"5,025",www.redfin.com/TX/Austin/1117-Eternity-Ter-78746/home/191777368
850000,"16018 Pool Canyon Rd, Austin, TX 78734",2 beds,2 baths,"1,416",www.redfin.com/TX/Austin/16018-Pool-Canyon-Rd-78734/home/31324982
650000,"16020 Pool Canyon Rd, Austin, TX 78734",2 beds,2 baths,"2,406",www.redfin.com/TX/Austin/16020-Pool-Canyon-Rd-78734/home/31324983
695000,"3511 Eldorado Trl, Austin, TX 78739",4 beds,2 baths,"1,867",www.redfin.com/TX/Austin/3511-Eldorado-Trl-78739/home/31830061
679000,"2401 Vassal Dr, Austin, TX 78748",4 beds,2 baths,"2,037",www.redfin.com/TX/Austin/2401-Vassal-Dr-78748/home/31801719
695000,"1193 Curve St, Austin, TX 78702",3 beds,2.5 baths,"1,644",www.redfin.com/TX/Austin/1193-Curve-St-78702/home/31378203
500000,"5605 Overbrook Dr, Austin, TX 78723",3 beds,2 baths,"1,367",www.redfin.com/TX/Austin/5605-Overbrook-Dr-78723/home/31427152
2250000,"16018 Fontaine Ave, Austin, TX 78734",5 beds,5 baths,"4,537",www.redfin.com/TX/Austin/16018-Fontaine-Ave-78734/home/31304789
615000,"4412 Banister Ln #2, Austin, TX 78745",2 beds,2 baths,"1,100",www.redfin.com/TX/Austin/4412-Banister-Ln-78745/unit-2/home/198762441
1125000,"4412 Banister Ln #1, Austin, TX 78745",4 beds,3 baths,"2,601",www.redfin.com/TX/Austin/4412-Banister-Ln-78745/unit-1/home/198762391
1320000,"4804 Richmond #1 Ave, Austin, TX 78745",4 beds,4 baths,"2,833",www.redfin.com/TX/Austin/4804-Richmond-Ave-78745/home/31720439
1345000,"4806 Richmond  #2 Ave, Austin, TX 78745",4 beds,4 baths,"3,014",www.redfin.com/TX/Austin/4806-Richmond-Ave-78745/home/31720440
351990,"4508 Beacon Bay Dr, Austin, TX 78747",3 beds,2 baths,"1,553",www.redfin.com/TX/Austin/4508-Beacon-Bay-Dr-78747/home/187488484
1300000,"3107 Frijolita Rd, Austin, TX 78730",3 beds,2.5 baths,"2,283",www.redfin.com/TX/Austin/3107-Frijolita-St-78730/home/32268894
351990,"4505 Lava Island Dr, Austin, TX 78747",3 beds,2 baths,"1,553",www.redfin.com/TX/Austin/4505-Lava-Island-Dr-78747/home/187488541
2099000,"14721 Bear Creek Pass, Austin, TX 78737",4 beds,4.5 baths,"4,564",www.redfin.com/TX/Austin/14721-Bear-Creek-Pass-78737/home/33765502
415000,"5704 Whitebrook Dr, Austin, TX 78724",3 beds,2 baths,"1,603",www.redfin.com/TX/Austin/5704-Whitebrook-Dr-78724/home/31434273
400000,"1701 Simond Ave #513, Austin, TX 78723",1 bed,1 bath,808,www.redfin.com/TX/Austin/1701-Simond-Ave-78723/unit-513/home/191783176
1095000,"303 Zennia St, Austin, TX 78751",6 beds,4 baths,"2,651",www.redfin.com/TX/Austin/303-Zennia-St-78751/home/31444844
335000,"4700 Castleman Dr, Austin, TX 78725",3 beds,2.5 baths,"2,125",www.redfin.com/TX/Austin/4700-Castleman-Dr-78725/home/31620645
895000,"4507 Autumnleaf Holw, Austin, TX 78731",3 beds,3.5 baths,"2,556",www.redfin.com/TX/Austin/4507-Autumnleaf-Holw-78731/home/31259902
735000,"1913 Canterbury St #2, Austin, TX 78702",2 beds,2 baths,"1,003",www.redfin.com/TX/Austin/1913-Canterbury-St-78702/unit-2/home/182015452
690000,"9116 Villa Norte Dr, Austin, TX 78726",3 beds,2.5 baths,"2,611",www.redfin.com/TX/Austin/9116-Villa-Norte-Dr-78726/home/45452698
500000,"7310 Carver Ave #2, Austin, TX 78752",3 beds,2.5 baths,"1,535",www.redfin.com/TX/Austin/7310-Carver-Ave-78752/unit-2/home/198736394
999999,"3510 Wendel Cv #5, Austin, TX 78731",4 beds,3 baths,"2,100",www.redfin.com/TX/Austin/3510-Wendel-Cv-78731/unit-5/home/31883830
437000,"6110 Devonshire Cv, Austin, TX 78723",3 beds,2 baths,"1,092",www.redfin.com/TX/Austin/6110-Devonshire-Cv-78723/home/31129409
4699000,"500 Konstanty Cir, West Lake Hills, TX 78746",5 beds,5 baths,"5,028",www.redfin.com/TX/West-Lake-Hills/500-Konstanty-Cir-78746/home/31222685
472000,"7909 Donnelley Dr, Austin, TX 78744",3 beds,2.5 baths,"1,894",www.redfin.com/TX/Austin/7909-Donnelley-Dr-78744/home/147342193
16000000,"3412 Mount Bonnell Rd, Austin, TX 78731",0 beds,— baths,—,www.redfin.com/TX/Austin/3412-Mount-Bonnell-Rd-78731/home/31246928
210000,"13003 Winwick Way, Austin, TX 78727",0 beds,— baths,—,www.redfin.com/TX/Austin/13003-Winwick-Way-78727/home/109947222
499999,"10823 Old Lockhart Rd, Austin, TX 78747",0 beds,— baths,—,www.redfin.com/TX/Austin/10823-Old-Lockhart-Rd-78747/home/199043385
149000,"16200 Aqua Azul Path, Austin, TX 78734",0 beds,— baths,—,www.redfin.com/TX/Austin/16200-Aqua-Azul-Path-78734/home/31305126
700000,"5 Midnight Sky Dr, Austin, TX 78737",0 beds,— baths,—,www.redfin.com/TX/Austin/5-Midnight-Sky-DR-78737/home/199032451
495000,"6603 Hill Oaks Dr, Austin, TX 78749",0 beds,— baths,—,www.redfin.com/TX/Austin/6603-Hill-Oaks-Dr-78749/home/39995983
299000,"10101 Murmuring Creek Dr, Austin, TX 78736",0 beds,— baths,—,www.redfin.com/TX/Austin/10101-Murmuring-Creek-Dr-78736/home/144025554
155000,"1132 Eleanor St, Austin, TX 78721",0 beds,— baths,—,www.redfin.com/TX/Austin/1132-Eleanor-St-78721/home/109937540
499000,"7100 Bowditch Dr, Austin, TX 78730",0 beds,— baths,—,www.redfin.com/TX/Austin/7100-Bowditch-Dr-78730/home/34253016
299900,"9209 Slayton Dr, Austin, TX 78753",0 beds,— baths,—,www.redfin.com/TX/Austin/9209-Slayton-Dr-78753/home/31498965
449000,"13221 Villa Montana Way, Austin, TX 78732",— beds,— baths,—,www.redfin.com/TX/Austin/13221-Villa-Montana-Way-78732/home/109910924
100000,"4204 Kings Ct, Austin, TX 78725",0 beds,— baths,—,www.redfin.com/TX/Austin/4204-Kings-Ct-78725/home/31372300
100000,"4200 Imperial Dr, Austin, TX 78725",0 beds,— baths,—,www.redfin.com/TX/Austin/4200-Imperial-Dr-78725/home/31372298
220000,"5008 Mccormick Mountain Dr, Austin, TX 78734",0 beds,— baths,—,www.redfin.com/TX/Austin/5008-McCormick-Mountain-Dr-78734/home/109895513
650000,"8002 Bonita Vista St Unit B, Austin, TX 78747",0 beds,— baths,—,www.redfin.com/TX/Austin/8002-Bonita-Vista-St-78747/unit-B/home/197709517
225000,"14414 Hunters Pass, Austin, TX 78734",0 beds,— baths,—,www.redfin.com/TX/Austin/14414-Hunters-Pass-78734/home/45438251
1995000,"2705 Stratford Dr, Austin, TX 78746",0 beds,— baths,—,www.redfin.com/TX/Austin/2705-Stratford-Dr-78746/home/31220709
250000,"2704 Bristol Dr, Austin, TX 78723",0 beds,— baths,—,www.redfin.com/TX/Austin/2704-Bristol-Dr-78723/home/147334829
268000,"5701 Bitterwood Dr, Austin, TX 78724",0 beds,— baths,—,www.redfin.com/TX/Austin/5701-Bitterwood-Dr-78724/home/31390168
100000,"4205 Imperial Dr, Austin, TX 78725",0 beds,— baths,—,www.redfin.com/TX/Austin/4205-Imperial-Dr-78725/home/31372290
550000,"2203 Southern Oaks Dr, Austin, TX 78745",0 beds,— baths,—,www.redfin.com/TX/Austin/2203-Southern-Oaks-Dr-78745/home/31959386
650000,"234 Zonetail Cv, Austin, TX 78737",0 beds,— baths,—,www.redfin.com/TX/Austin/234-Zonetail-Cv-78737/home/190696550
795000,"TBD Evergreen Way, Austin, TX 78737",0 beds,— baths,—,www.redfin.com/TX/Unknown/TBD-Evergreen-Way-78737/home/198782297
795000,"TBD Kestrel Cv, Austin, TX 78737",0 beds,— baths,—,www.redfin.com/TX/Austin/TBD-Kestrel-Dr-78745/home/198782296
200000,"7312 E Ben White Blvd #18, Austin, TX 78741",0 beds,— baths,—,www.redfin.com/TX/Austin/7312-E-Ben-White-Blvd-78741/unit-18/home/31057728
199000,"13912 Saskatchewan Dr, Austin, TX 78734",0 beds,— baths,—,www.redfin.com/TX/Austin/13912-Saskatchewan-Dr-78734/home/108899987
165000,"13910 Saskatchewan Dr, Austin, TX 78734",0 beds,— baths,—,www.redfin.com/TX/Austin/13910-Saskatchewan-Dr-78734/home/108480697
165000,"13908 Saskatchewan Dr, Austin, TX 78734",0 beds,— baths,—,www.redfin.com/TX/Austin/13908-Saskatchewan-Dr-78734/home/34247844
269000,"1920 Valley Hill Cir, Austin, TX 78741",0 beds,— baths,—,www.redfin.com/TX/Austin/1920-Valley-Hill-Cir-78741/home/31627319
2499990,"917 & 919 E 7th St, Austin, TX 78702",0 beds,— baths,—,www.redfin.com/TX/Austin/917-E-7th-St-78702/home/109937263
271500,"3110 Red River St #220, Austin, TX 78705",1 bed,1 bath,628,www.redfin.com/TX/Austin/3110-Red-River-St-78705/unit-220/home/56729483
799900,"1107 Taulbee Ln Unit B, Austin, TX 78757",3 beds,3 baths,"2,428",www.redfin.com/TX/Austin/1107-Taulbee-Ln-78757/unit-B/home/142944130
375000,"11604 Loweswater Ln, Austin, TX 78754",3 beds,2.5 baths,"1,808",www.redfin.com/TX/Austin/11604-Loweswater-Ln-78754/home/31496418
515000,"7310 Carver Ave #3, Austin, TX 78752",3 beds,2.5 baths,"1,535",www.redfin.com/TX/Austin/7310-Carver-Ave-78752/unit-3/home/198732090
2550000,"17017 S Ridge Ln, Austin, TX 78734",4 beds,4.5 baths,"4,210",www.redfin.com/TX/Austin/17017-S-Ridge-Ln-78734/home/31320308
719900,"8300 Washita Dr, Austin, TX 78749",3 beds,2.5 baths,"1,667",www.redfin.com/TX/Austin/8300-Washita-Dr-78749/home/31763663
420000,"13416 Kearns Dr, Pflugerville, TX 78660",4 beds,2.5 baths,"2,500",www.redfin.com/TX/Pflugerville/13416-Kearns-Dr-78660/home/88669840
199900,"3703 Harmon Ave #103, Austin, TX 78705",1 bed,1 bath,638,www.redfin.com/TX/Austin/3703-Harmon-Ave-78705/unit-103/home/198726893
370000,"11505 Kirkland Hill Path, Austin, TX 78754",4 beds,3 baths,"2,305",www.redfin.com/TX/Austin/11505-Kirkland-Hill-Path-78754/home/109902500
